Model	Date	Time	WxFile	Long	Lat	GisOutSeq	JdStart	DysToOut	Month	Day	Year	dd	ddbZero	FruWgt	fruNum	Bloomday	PlantddBSum	BloomChillHr	TempIncr	ddbMinus10	ddbMinus85	OfEgDays	OfLaDays	OfPuDays	OfAdDays	OfPupSum	DamFrSum	PrcntAtkd	Mite01	GWSS01	Olivscal01	Amacul01	Cutil01	OleanScl01	Achilen01	Ed	Cocc01	OlvFly01	PrcpYrSum
OliveGIS	08Feb21	4:07:12-PM	/filesystem/01942b1a-01fa-4813-8f12-5e609695beee/output/eurocordex-noa_568_568_ESP-AN.txt	-3.9501	36.7500	11	1	4018	12	31	2041	2664	0.0	9916.02	10220.06	92	55.0	1176.7	0.000	0.0	0.0	16866.73	85031.72	33989.714	8733.37	4736.84	6346.93	58.98	0	0	0	0	0	0	0	0	0	1	327.0
OliveGIS	08Feb21	4:07:13-PM	/filesystem/01942b1a-01fa-4813-8f12-5e609695beee/output/eurocordex-noa_568_568_ESP-AN.txt	-3.9501	36.7500	12	1	4383	12	31	2042	2651	0.0	9825.60	9928.55	101	65.8	1332.4	0.000	0.0	0.0	14299.09	74771.71	30046.160	7887.51	4408.17	5912.93	57.03	0	0	0	0	0	0	0	0	0	1	242.9
OliveGIS	08Feb21	4:07:13-PM	/filesystem/01942b1a-01fa-4813-8f12-5e609695beee/output/eurocordex-noa_568_568_ESP-AN.txt	-3.9501	36.7500	13	1	4748	12	31	2043	2671	0.0	9839.83	10025.07	90	50.2	1369.8	0.000	0.0	0.0	25860.51	126495.09	55879.315	17396.10	7283.79	7714.87	73.60	0	0	0	0	0	0	0	0	0	1	228.9
OliveGIS	08Feb21	4:07:13-PM	/filesystem/01942b1a-01fa-4813-8f12-5e609695beee/output/eurocordex-noa_568_568_ESP-AN.txt	-3.9501	36.7500	14	1	5113	12	30	2044	2638	0.0	8929.68	8943.22	96	45.3	1495.9	0.000	0.0	0.0	14834.47	77076.61	31349.426	8487.99	4524.83	5705.06	60.82	0	0	0	0	0	0	0	0	0	1	293.4
OliveGIS	08Feb21	4:07:13-PM	/filesystem/01942b1a-01fa-4813-8f12-5e609695beee/output/eurocordex-noa_568_568_ESP-AN.txt	-3.9501	36.7500	15	1	5479	12	31	2045	2651	0.0	9389.23	9608.28	93	57.2	1387.9	0.000	0.0	0.0	21766.28	108619.10	46298.443	12906.72	6101.54	6971.30	69.32	0	0	0	0	0	0	0	0	0	1	177.7
OliveGIS	08Feb21	4:07:14-PM	/filesystem/01942b1a-01fa-4813-8f12-5e609695beee/output/eurocordex-noa_568_568_ESP-AN.txt	-3.9501	36.7500	16	1	5844	12	31	2046	2651	0.0	9332.04	9448.05	95	58.9	1276.8	0.000	0.0	0.0	18981.05	94727.19	39457.894	10951.30	5384.54	6487.64	65.71	0	0	0	0	0	0	0	0	0	1	188.4
OliveGIS	08Feb21	4:07:14-PM	/filesystem/01942b1a-01fa-4813-8f12-5e609695beee/output/eurocordex-noa_568_568_ESP-AN.txt	-3.9501	36.7500	17	1	6209	12	31	2047	2640	0.0	11234.76	11407.31	90	82.0	1105.2	0.000	0.0	0.0	17784.65	91872.57	36693.935	9394.51	5319.60	6994.18	58.73	0	0	0	0	0	0	0	0	0	1	248.8
OliveGIS	08Feb21	4:07:14-PM	/filesystem/01942b1a-01fa-4813-8f12-5e609695beee/output/eurocordex-noa_568_568_ESP-AN.txt	-3.9501	36.7500	18	1	6574	12	30	2048	2634	0.0	8946.73	9000.36	96	31.3	1418.0	0.000	0.0	0.0	15777.98	78830.30	32172.629	8150.98	4438.58	5746.21	61.01	0	0	0	0	0	0	0	0	0	1	539.9
OliveGIS	08Feb21	4:07:15-PM	/filesystem/01942b1a-01fa-4813-8f12-5e609695beee/output/eurocordex-noa_568_568_ESP-AN.txt	-3.9501	36.7500	19	1	6940	12	31	2049	2642	0.0	8966.05	9408.84	97	80.1	1292.5	0.000	0.0	0.0	18212.21	93973.47	40408.856	11628.79	5594.19	6524.21	66.50	0	0	0	0	0	0	0	0	0	1	190.0
OliveGIS	08Feb21	4:07:15-PM	/filesystem/01942b1a-01fa-4813-8f12-5e609695beee/output/eurocordex-noa_568_568_ESP-AN.txt	-3.9501	36.7500	20	1	7305	12	31	2050	2668	0.0	11550.15	12085.83	90	52.9	1090.9	0.000	0.0	0.0	24821.80	126528.72	54762.244	15254.66	7414.09	8516.37	67.55	0	0	0	0	0	0	0	0	0	1	223.8
OliveGIS	08Feb21	4:07:15-PM	/filesystem/01942b1a-01fa-4813-8f12-5e609695beee/output/eurocordex-noa_568_568_ESP-AN.txt	-3.9501	36.7500	21	1	7670	12	31	2051	2645	0.0	9646.22	9849.80	95	59.9	1636.6	0.000	0.0	0.0	20409.22	102077.86	43237.286	12423.85	5895.26	6922.08	67.09	0	0	0	0	0	0	0	0	0	1	252.2
OliveGIS	08Feb21	4:07:15-PM	/filesystem/01942b1a-01fa-4813-8f12-5e609695beee/output/eurocordex-noa_568_568_ESP-AN.txt	-3.9501	36.7500	22	1	8035	12	30	2052	2669	0.0	10373.21	10621.31	90	44.6	944.4	0.000	0.0	0.0	17478.76	92376.68	38807.236	11209.72	5589.74	6836.92	61.70	0	0	0	0	0	0	0	0	0	1	133.6
OliveGIS	08Feb21	4:07:16-PM	/filesystem/01942b1a-01fa-4813-8f12-5e609695beee/output/eurocordex-noa_568_568_ESP-AN.txt	-3.9501	36.7500	23	1	8401	12	31	2053	2658	0.0	11636.68	11851.71	92	59.0	1285.8	0.000	0.0	0.0	18632.38	95891.40	38052.405	9660.71	5489.18	7263.77	58.65	0	0	0	0	0	0	0	0	0	1	219.1
OliveGIS	08Feb21	4:07:16-PM	/filesystem/01942b1a-01fa-4813-8f12-5e609695beee/output/eurocordex-noa_568_568_ESP-AN.txt	-3.9501	36.7500	24	1	8766	12	31	2054	2666	0.0	9859.52	10284.25	97	53.6	1381.4	0.000	0.0	0.0	15743.26	81729.16	33118.716	9211.30	4805.64	6327.06	58.81	0	0	0	0	0	0	0	0	0	1	200.7
OliveGIS	08Feb21	4:07:16-PM	/filesystem/01942b1a-01fa-4813-8f12-5e609695beee/output/eurocordex-noa_568_568_ESP-AN.txt	-3.9501	36.7500	25	1	9131	12	31	2055	2694	0.0	10257.94	10708.90	95	35.2	1528.1	0.000	0.0	0.0	22957.65	116156.99	48256.544	12903.35	6361.64	7507.09	66.70	0	0	0	0	0	0	0	0	0	1	228.7
OliveGIS	08Feb21	4:07:16-PM	/filesystem/01942b1a-01fa-4813-8f12-5e609695beee/output/eurocordex-noa_568_568_ESP-AN.txt	-3.9501	36.7500	26	1	9496	12	30	2056	2659	0.0	9133.73	9394.93	101	65.0	1806.9	0.000	0.0	0.0	21402.62	106899.01	44887.766	12056.29	5829.63	6777.31	68.64	0	0	0	0	0	0	0	0	0	1	297.4
OliveGIS	08Feb21	4:07:17-PM	/filesystem/01942b1a-01fa-4813-8f12-5e609695beee/output/eurocordex-noa_568_568_ESP-AN.txt	-3.9501	36.7500	27	1	9862	12	31	2057	2653	0.0	9782.65	10147.08	92	53.2	1075.0	0.000	0.0	0.0	23039.78	116616.95	51555.878	15846.23	6912.78	7518.94	70.86	0	0	0	0	0	0	0	0	0	1	258.5
OliveGIS	08Feb21	4:07:17-PM	/filesystem/01942b1a-01fa-4813-8f12-5e609695beee/output/eurocordex-noa_568_568_ESP-AN.txt	-3.9501	36.7500	28	1	10227	12	31	2058	2656	0.0	10703.42	11090.44	93	55.1	1239.0	0.000	0.0	0.0	15614.09	82275.20	32750.595	8366.54	4783.84	6506.45	56.01	0	0	0	0	0	0	0	0	0	1	198.1
OliveGIS	08Feb21	4:07:17-PM	/filesystem/01942b1a-01fa-4813-8f12-5e609695beee/output/eurocordex-noa_568_568_ESP-AN.txt	-3.9501	36.7500	29	1	10592	12	31	2059	2693	0.0	11679.69	12045.33	81	32.6	825.8	0.000	0.0	0.0	17063.58	94246.33	39366.876	11123.40	5875.31	7337.40	57.73	0	0	0	0	0	0	0	0	0	1	315.5
OliveGIS	08Feb21	4:07:17-PM	/filesystem/01942b1a-01fa-4813-8f12-5e609695beee/output/eurocordex-noa_568_568_ESP-AN.txt	-3.9501	36.7500	30	1	10957	12	30	2060	2664	0.0	11918.47	12199.80	94	27.3	1009.5	0.000	0.0	0.0	9504.83	52955.47	20115.378	6037.53	3288.74	5194.56	40.63	0	0	0	0	0	0	0	0	0	1	300.2
OliveGIS	08Feb21	4:07:18-PM	/filesystem/01942b1a-01fa-4813-8f12-5e609695beee/output/eurocordex-noa_487_487_ESP-AN.txt	-4.4501	37.1500	1	1	365	12	31	2031	2635	0.0	4792.50	4901.26	135	180.8	2457.5	0.000	0.0	0.0	18698.92	95593.15	214475.935	52735.15	4792.29	4181.24	79.87	0	0	0	0	0	0	0	0	0	1	492.1
OliveGIS	08Feb21	4:07:18-PM	/filesystem/01942b1a-01fa-4813-8f12-5e609695beee/output/eurocordex-noa_487_487_ESP-AN.txt	-4.4501	37.1500	2	1	730	12	30	2032	2641	0.5	6178.41	6333.73	150	266.6	2718.8	0.000	0.0	0.0	22172.42	166002.31	133801.296	33988.90	5516.62	4405.50	66.84	0	0	0	0	0	0	0	0	0	1	548.9
OliveGIS	08Feb21	4:07:18-PM	/filesystem/01942b1a-01fa-4813-8f12-5e609695beee/output/eurocordex-noa_487_487_ESP-AN.txt	-4.4501	37.1500	3	1	1096	12	31	2033	2616	1.9	7041.05	7240.97	126	241.7	2220.5	0.000	0.0	0.0	24373.41	116079.66	89213.926	48887.69	5725.46	5886.08	76.79	0	0	0	0	0	0	0	0	0	1	323.1
OliveGIS	08Feb21	4:07:18-PM	/filesystem/01942b1a-01fa-4813-8f12-5e609695beee/output/eurocordex-noa_487_487_ESP-AN.txt	-4.4501	37.1500	4	1	1461	12	31	2034	2603	5.9	6316.65	6471.73	111	217.0	2174.5	0.000	0.0	0.0	18918.85	88868.52	37579.321	19937.44	4587.37	5074.25	74.14	0	0	0	0	0	0	0	0	0	1	434.3
OliveGIS	08Feb21	4:07:19-PM	/filesystem/01942b1a-01fa-4813-8f12-5e609695beee/output/eurocordex-noa_487_487_ESP-AN.txt	-4.4501	37.1500	5	1	1826	12	31	2035	2630	0.1	6926.26	7334.13	122	140.6	1965.3	0.000	0.0	0.0	11157.49	56416.00	21689.345	10101.29	2983.34	4252.22	55.50	0	0	0	0	0	0	0	0	0	1	405.5
OliveGIS	08Feb21	4:07:19-PM	/filesystem/01942b1a-01fa-4813-8f12-5e609695beee/output/eurocordex-noa_487_487_ESP-AN.txt	-4.4501	37.1500	6	1	2191	12	30	2036	2629	2.5	9035.52	9121.50	136	221.4	2089.2	0.000	0.0	0.0	16053.04	76922.45	26893.270	7524.53	3418.82	5120.56	53.69	0	0	0	0	0	0	0	0	0	1	530.9
OliveGIS	08Feb21	4:07:19-PM	/filesystem/01942b1a-01fa-4813-8f12-5e609695beee/output/eurocordex-noa_487_487_ESP-AN.txt	-4.4501	37.1500	7	1	2557	12	31	2037	2629	0.0	6692.99	6993.57	119	168.2	2456.7	0.000	0.0	0.0	21960.04	123184.51	60939.653	31298.25	5777.55	5255.16	71.76	0	0	0	0	0	0	0	0	0	1	440.4
OliveGIS	08Feb21	4:07:19-PM	/filesystem/01942b1a-01fa-4813-8f12-5e609695beee/output/eurocordex-noa_487_487_ESP-AN.txt	-4.4501	37.1500	8	1	2922	12	31	2038	2625	0.8	7527.71	7722.00	126	231.6	2416.3	0.000	0.0	0.0	18951.69	91292.82	34594.146	27129.02	3857.97	5108.17	63.29	0	0	0	0	0	0	0	0	0	1	476.1
OliveGIS	08Feb21	4:07:19-PM	/filesystem/01942b1a-01fa-4813-8f12-5e609695beee/output/eurocordex-noa_487_487_ESP-AN.txt	-4.4501	37.1500	9	1	3287	12	31	2039	2617	1.0	6416.03	6806.98	129	204.7	2580.5	0.000	0.0	0.0	29470.89	156495.82	78582.442	36196.80	6473.99	5577.37	77.99	0	0	0	0	0	0	0	0	0	1	367.0
OliveGIS	08Feb21	4:07:20-PM	/filesystem/01942b1a-01fa-4813-8f12-5e609695beee/output/eurocordex-noa_487_487_ESP-AN.txt	-4.4501	37.1500	10	1	3652	12	30	2040	2636	0.6	6571.25	6755.28	129	209.9	2258.6	0.000	0.0	0.0	17578.09	88138.30	37726.554	24335.65	4370.73	4913.41	69.38	0	0	0	0	0	0	0	0	0	1	310.0
OliveGIS	08Feb21	4:07:20-PM	/filesystem/01942b1a-01fa-4813-8f12-5e609695beee/output/eurocordex-noa_487_487_ESP-AN.txt	-4.4501	37.1500	11	1	4018	12	31	2041	2640	0.0	6757.48	6841.48	105	150.1	1998.3	0.000	0.0	0.0	14619.67	68908.56	26930.628	18143.43	3412.84	4566.23	63.56	0	0	0	0	0	0	0	0	0	1	435.3
OliveGIS	08Feb21	4:07:20-PM	/filesystem/01942b1a-01fa-4813-8f12-5e609695beee/output/eurocordex-noa_487_487_ESP-AN.txt	-4.4501	37.1500	12	1	4383	12	31	2042	2624	1.5	7724.34	8275.47	125	242.3	1653.9	0.000	0.0	0.0	9078.76	46593.11	17566.002	5645.78	2606.01	3947.47	45.25	0	0	0	0	0	0	0	0	0	1	332.2
OliveGIS	08Feb21	4:07:20-PM	/filesystem/01942b1a-01fa-4813-8f12-5e609695beee/output/eurocordex-noa_487_487_ESP-AN.txt	-4.4501	37.1500	13	1	4748	12	31	2043	2635	0.1	8274.07	8692.55	104	152.4	2095.3	0.000	0.0	0.0	22123.03	108555.72	45038.898	12527.61	5257.82	6235.77	68.55	0	0	0	0	0	0	0	0	0	1	205.8
OliveGIS	08Feb21	4:07:21-PM	/filesystem/01942b1a-01fa-4813-8f12-5e609695beee/output/eurocordex-noa_487_487_ESP-AN.txt	-4.4501	37.1500	14	1	5113	12	30	2044	2616	2.3	8274.32	8872.75	123	179.9	1922.5	0.000	0.0	0.0	15617.08	81476.89	30615.054	14611.65	4196.67	5383.20	57.96	0	0	0	0	0	0	0	0	0	1	310.9
OliveGIS	08Feb21	4:07:21-PM	/filesystem/01942b1a-01fa-4813-8f12-5e609695beee/output/eurocordex-noa_487_487_ESP-AN.txt	-4.4501	37.1500	15	1	5479	12	31	2045	2628	1.3	7508.65	8246.08	124	198.0	1950.7	0.000	0.0	0.0	11781.62	56163.87	19601.486	9343.52	2719.69	4354.52	50.45	0	0	0	0	0	0	0	0	0	1	260.9
OliveGIS	08Feb21	4:07:21-PM	/filesystem/01942b1a-01fa-4813-8f12-5e609695beee/output/eurocordex-noa_487_487_ESP-AN.txt	-4.4501	37.1500	16	1	5844	12	31	2046	2632	2.6	9351.62	9730.45	113	158.7	1930.6	0.000	0.0	0.0	18042.60	88983.50	32096.225	8491.23	4189.91	5882.99	57.78	0	0	0	0	0	0	0	0	0	1	271.7
OliveGIS	08Feb21	4:07:21-PM	/filesystem/01942b1a-01fa-4813-8f12-5e609695beee/output/eurocordex-noa_487_487_ESP-AN.txt	-4.4501	37.1500	17	1	6209	12	31	2047	2628	0.3	7900.79	8077.73	101	224.9	1540.4	0.000	0.0	0.0	10273.55	52556.31	20342.122	7340.70	2996.55	4368.90	51.46	0	0	0	0	0	0	0	0	0	1	358.6
OliveGIS	08Feb21	4:07:21-PM	/filesystem/01942b1a-01fa-4813-8f12-5e609695beee/output/eurocordex-noa_487_487_ESP-AN.txt	-4.4501	37.1500	18	1	6574	12	30	2048	2606	1.2	7636.00	8191.11	121	138.6	2005.8	0.000	0.0	0.0	18040.72	93075.40	39914.836	9765.45	4865.03	5601.91	65.80	0	0	0	0	0	0	0	0	0	1	643.5
OliveGIS	08Feb21	4:07:22-PM	/filesystem/01942b1a-01fa-4813-8f12-5e609695beee/output/eurocordex-noa_487_487_ESP-AN.txt	-4.4501	37.1500	19	1	6940	12	31	2049	2617	4.3	7030.78	8589.71	121	263.6	1778.3	0.000	0.0	0.0	7753.16	37741.95	13768.512	5127.93	2018.59	3402.41	37.42	0	0	0	0	0	0	0	0	0	1	265.4
OliveGIS	08Feb21	4:07:22-PM	/filesystem/01942b1a-01fa-4813-8f12-5e609695beee/output/eurocordex-noa_487_487_ESP-AN.txt	-4.4501	37.1500	20	1	7305	12	31	2050	2637	0.0	8155.95	9151.18	108	193.8	1946.0	0.000	0.0	0.0	11986.36	57971.50	20666.234	5678.86	3003.50	4709.22	48.75	0	0	0	0	0	0	0	0	0	1	258.7
OliveGIS	08Feb21	4:07:22-PM	/filesystem/01942b1a-01fa-4813-8f12-5e609695beee/output/eurocordex-noa_487_487_ESP-AN.txt	-4.4501	37.1500	21	1	7670	12	31	2051	2632	4.2	6490.35	7060.78	132	212.4	2249.1	0.000	0.0	0.0	11513.61	56806.95	20465.486	6116.85	2545.63	3796.64	51.41	0	0	0	0	0	0	0	0	0	1	396.1
OliveGIS	08Feb21	4:07:22-PM	/filesystem/01942b1a-01fa-4813-8f12-5e609695beee/output/eurocordex-noa_487_487_ESP-AN.txt	-4.4501	37.1500	22	1	8035	12	30	2052	2654	0.0	7536.03	8090.65	107	130.6	1564.7	0.000	0.0	0.0	14082.12	71883.51	29053.812	17246.01	3973.19	5127.11	60.19	0	0	0	0	0	0	0	0	0	1	188.6
OliveGIS	08Feb21	4:07:22-PM	/filesystem/01942b1a-01fa-4813-8f12-5e609695beee/output/eurocordex-noa_487_487_ESP-AN.txt	-4.4501	37.1500	23	1	8401	12	31	2053	2620	1.6	7189.09	7746.62	108	198.3	2046.3	0.000	0.0	0.0	11784.51	58767.13	21903.813	6105.35	3172.93	4510.00	55.63	0	0	0	0	0	0	0	0	0	1	284.6
OliveGIS	08Feb21	4:07:23-PM	/filesystem/01942b1a-01fa-4813-8f12-5e609695beee/output/eurocordex-noa_487_487_ESP-AN.txt	-4.4501	37.1500	24	1	8766	12	31	2054	2634	0.2	7526.13	8363.82	119	174.0	1729.3	0.000	0.0	0.0	12480.27	61489.27	20539.871	5894.29	2890.75	4453.60	51.12	0	0	0	0	0	0	0	0	0	1	200.9
OliveGIS	08Feb21	4:07:23-PM	/filesystem/01942b1a-01fa-4813-8f12-5e609695beee/output/eurocordex-noa_487_487_ESP-AN.txt	-4.4501	37.1500	25	1	9131	12	31	2055	2633	0.2	7609.33	8520.53	116	185.1	1977.1	0.000	0.0	0.0	9608.64	46531.86	16951.124	3367.55	2350.70	3875.32	43.13	0	0	0	0	0	0	0	0	0	1	352.1
OliveGIS	08Feb21	4:07:23-PM	/filesystem/01942b1a-01fa-4813-8f12-5e609695beee/output/eurocordex-noa_487_487_ESP-AN.txt	-4.4501	37.1500	26	1	9496	12	30	2056	2630	0.8	7071.60	7680.49	134	189.1	2170.0	0.000	0.0	0.0	10452.61	51059.38	18965.257	4790.07	2693.74	4048.37	50.37	0	0	0	0	0	0	0	0	0	1	411.8
OliveGIS	08Feb21	4:07:24-PM	/filesystem/01942b1a-01fa-4813-8f12-5e609695beee/output/eurocordex-noa_487_487_ESP-AN.txt	-4.4501	37.1500	27	1	9862	12	31	2057	2643	0.2	6994.21	7798.93	106	178.6	2010.3	0.000	0.0	0.0	10965.08	54187.74	20329.590	9220.38	2943.54	4382.47	53.29	0	0	0	0	0	0	0	0	0	1	310.8
OliveGIS	08Feb21	4:07:24-PM	/filesystem/01942b1a-01fa-4813-8f12-5e609695beee/output/eurocordex-noa_487_487_ESP-AN.txt	-4.4501	37.1500	28	1	10227	12	31	2058	2635	0.3	7251.40	8249.97	104	167.1	1856.7	0.000	0.0	0.0	9287.67	46582.71	16190.033	5966.55	2424.22	3919.42	45.21	0	0	0	0	0	0	0	0	0	1	287.6
OliveGIS	08Feb21	4:07:24-PM	/filesystem/01942b1a-01fa-4813-8f12-5e609695beee/output/eurocordex-noa_487_487_ESP-AN.txt	-4.4501	37.1500	29	1	10592	12	31	2059	2646	0.1	7411.71	8091.10	98	128.4	1900.7	0.000	0.0	0.0	10710.50	52996.59	19692.761	4612.02	2843.63	4269.27	50.13	0	0	0	0	0	0	0	0	0	1	403.9
OliveGIS	08Feb21	4:07:25-PM	/filesystem/01942b1a-01fa-4813-8f12-5e609695beee/output/eurocordex-noa_487_487_ESP-AN.txt	-4.4501	37.1500	30	1	10957	12	30	2060	2635	0.3	7498.41	8189.61	127	114.4	2040.3	0.000	0.0	0.0	8841.49	45985.41	18333.078	4844.81	2679.12	4016.53	46.84	0	0	0	0	0	0	0	0	0	1	428.7
OliveGIS	08Feb21	4:07:25-PM	/filesystem/01942b1a-01fa-4813-8f12-5e609695beee/output/eurocordex-noa_649_649_ESP-AN.txt	-3.5501	38.1500	1	1	365	12	31	2031	2636	0.0	4075.66	5006.46	115	115.4	1540.4	0.000	0.0	0.0	6868.04	35752.41	162434.105	82265.86	2359.02	3015.41	55.80	0	0	0	0	0	0	0	0	0	1	363.5
OliveGIS	08Feb21	4:07:25-PM	/filesystem/01942b1a-01fa-4813-8f12-5e609695beee/output/eurocordex-noa_649_649_ESP-AN.txt	-3.5501	38.1500	2	1	730	12	30	2032	2656	0.3	6509.02	8025.28	121	182.1	1861.1	0.000	0.0	0.0	3817.60	20359.04	9003.128	2552.72	1359.00	2052.40	23.68	0	0	0	0	0	0	0	0	0	1	394.0
OliveGIS	08Feb21	4:07:25-PM	/filesystem/01942b1a-01fa-4813-8f12-5e609695beee/output/eurocordex-noa_649_649_ESP-AN.txt	-3.5501	38.1500	3	1	1096	12	31	2033	2624	1.2	6405.11	7764.63	111	180.6	1117.2	0.000	0.0	0.0	3706.26	21827.83	10019.838	2958.41	1565.77	2315.12	27.85	0	0	0	0	0	0	0	0	0	1	301.1
OliveGIS	08Feb21	4:07:26-PM	/filesystem/01942b1a-01fa-4813-8f12-5e609695beee/output/eurocordex-noa_649_649_ESP-AN.txt	-3.5501	38.1500	4	1	1461	12	31	2034	2612	2.6	7267.68	8531.89	103	160.1	1081.8	0.000	0.0	0.0	4471.59	26065.40	8427.546	2754.93	1586.32	2789.55	30.90	0	0	0	0	0	0	0	0	0	1	505.7
OliveGIS	08Feb21	4:07:26-PM	/filesystem/01942b1a-01fa-4813-8f12-5e609695beee/output/eurocordex-noa_649_649_ESP-AN.txt	-3.5501	38.1500	5	1	1826	12	31	2035	2647	0.0	6373.16	7725.03	107	92.3	852.2	0.000	0.0	0.0	806.42	4565.13	1937.816	747.69	350.20	616.79	6.72	0	0	0	0	0	0	0	0	0	1	225.3
OliveGIS	08Feb21	4:07:26-PM	/filesystem/01942b1a-01fa-4813-8f12-5e609695beee/output/eurocordex-noa_649_649_ESP-AN.txt	-3.5501	38.1500	6	1	2191	12	30	2036	2644	1.2	8746.34	9745.55	123	146.8	1018.6	0.000	0.0	0.0	3265.86	20116.76	9456.520	2570.26	1471.64	2162.64	20.48	0	0	0	0	0	0	0	0	0	1	370.0
OliveGIS	08Feb21	4:07:27-PM	/filesystem/01942b1a-01fa-4813-8f12-5e609695beee/output/eurocordex-noa_649_649_ESP-AN.txt	-3.5501	38.1500	7	1	2557	12	31	2037	2632	0.0	6665.34	7811.84	103	100.9	1438.4	0.000	0.0	0.0	3470.90	19394.23	6732.129	2413.36	1214.77	2107.03	25.26	0	0	0	0	0	0	0	0	0	1	372.4
